Titulo,Descripción de categoría,Liga,Slug,Fecha publicación,Descripción
"Margarita, un sacrificio inútil",Opinión,http://www.elfinanciero.com.mx/opinion/pablo-hiriart/margarita-un-sacrificio-inutil,opinion/pablo-hiriart/margarita-un-sacrificio-inutil,2018-05-15,"La renuncia de Margarita Zavala a la candidatura presidencial no es un triunfo para nadie, pues ninguno de los tres aspirantes fuertes se va a quedar con todos sus votos."
