Título,Category-descripción,categoria,liga,slug,fecha publicacion,descripción,enc URL,enc tiempo total,enc tipo de media,media tipo,media URL,media duración,media lang,media category,media tags,media keys,media thumb,media credit
Así es el Centro de Excelencia de Uber en Costa Rica,TV,tv,http://elfinanciero.com.mx/tv/empresas/asi-es-el-centro-de-excelencia-de-uber-en-costa-rica,tv/empresas/asi-es-el-centro-de-excelencia-de-uber-en-costa-rica,2018-05-15,Desc así es el Centro de Excelencia de Uber en Costa Rica,http://player.vimeo.com/external/270272797.sd.mp4?s=e281ec8fb17f0f78a9d60349fe52875e8166c7dd&profile_id=165&oauth2_token_id=974651229,77,video/mp4,video/mp4,http://player.vimeo.com/external/270272797.sd.mp4?s=e281ec8fb17f0f78a9d60349fe52875e8166c7dd&profile_id=165&oauth2_token_id=974651229,77,pt,tv,"tv,elfinanciero","elfinanciero,tv,keys",http://elfinanciero.com.mx/uploads/2018/05/16/5b5c2e6aac1526530751_smartphone.png,EF
